trial,opponent,seed,opponent_rng,winner,game_points,score,aggressive_moves,defensive_moves
46,BullyBot,1451592543,1451592544,AdaptiveBot,2,70,624,3927
47,BullyBot,3218469560,3218469561,BullyBot,2,75,631,3927
48,BullyBot,591040394,591040395,AdaptiveBot,1,64,632,3936
49,BullyBot,210433763,210433764,BullyBot,2,67,632,3943
50,BullyBot,1877971893,1877971894,AdaptiveBot,1,68,633,3952
51,BullyBot,3644848910,3644848911,AdaptiveBot,1,62,634,3961
52,BullyBot,3264242279,3264242280,AdaptiveBot,1,68,634,3971
53,BullyBot,636813113,636813114,AdaptiveBot,2,68,634,3979
54,BullyBot,256206482,256206483,AdaptiveBot,1,71,634,3989
55,BullyBot,1923744612,1923744613,BullyBot,3,66,634,3994
56,BullyBot,3690621629,3690621630,BullyBot,3,67,634,3999
57,BullyBot,1063192463,1063192464,AdaptiveBot,1,68,637,4006
58,BullyBot,682585832,682585833,AdaptiveBot,1,70,638,4015
59,BullyBot,301979201,301979202,AdaptiveBot,1,64,639,4024
60,BullyBot,4117000979,4117000980,AdaptiveBot,1,67,641,4032
61,BullyBot,3736394348,3736394349,AdaptiveBot,1,75,641,4039
62,BullyBot,1108965182,1108965183,AdaptiveBot,1,65,641,4049
63,BullyBot,728358551,728358552,BullyBot,3,74,641,4055
64,BullyBot,248413033,248413034,AdaptiveBot,1,58,643,4063
65,BullyBot,4162773698,4162773699,AdaptiveBot,1,55,643,4073
66,BullyBot,3782167067,3782167068,AdaptiveBot,3,71,647,4073
67,BullyBot,1154737901,1154737902,AdaptiveBot,1,67,647,4083
68,BullyBot,2921614918,2921614919,BullyBot,3,69,647,4088
69,BullyBot,294185752,294185753,AdaptiveBot,1,64,647,4098
70,BullyBot,4208546417,4208546418,AdaptiveBot,1,96,647,4107
71,BullyBot,1581117251,1581117252,AdaptiveBot,1,68,647,4116
72,BullyBot,3347994268,3347994269,BullyBot,3,73,647,4122
73,BullyBot,2967387637,2967387638,BullyBot,1,67,656,4122
74,BullyBot,339958471,339958472,BullyBot,2,66,656,4130
75,BullyBot,4254319136,4254319137,AdaptiveBot,1,81,656,4138
76,BullyBot,1626889970,1626889971,BullyBot,3,70,656,4143
77,BullyBot,3393766987,3393766988,AdaptiveBot,1,62,656,4153
78,BullyBot,3013160356,3013160357,BullyBot,3,77,662,4153
79,BullyBot,385731190,385731191,AdaptiveBot,1,60,662,4163
80,BullyBot,5124559,5124560,AdaptiveBot,1,56,664,4171
81,BullyBot,3820146337,3820146338,BullyBot,3,75,665,4176
82,BullyBot,3439539706,3439539707,AdaptiveBot,1,57,666,4185
83,BullyBot,812110540,812110541,BullyBot,2,71,671,4185
84,BullyBot,431503909,431503910,BullyBot,3,68,671,4190
85,BullyBot,2198380926,2198380927,BullyBot,1,66,679,4190
86,BullyBot,3865919056,3865919057,AdaptiveBot,1,61,680,4199
87,BullyBot,3485312425,3485312426,BullyBot,3,67,680,4204
88,BullyBot,857883259,857883260,AdaptiveBot,1,75,680,4213
89,BullyBot,2624760276,2624760277,AdaptiveBot,1,61,680,4223
90,BullyBot,4292298406,4292298407,BullyBot,3,75,680,4228
91,BullyBot,3911691775,3911691776,BullyBot,3,75,680,4234
92,BullyBot,3531085144,3531085145,AdaptiveBot,1,58,681,4243
93,BullyBot,3051139626,3051139627,AdaptiveBot,1,78,681,4253
94,BullyBot,2670532995,2670532996,BullyBot,3,70,681,4258
95,BullyBot,43103829,43103830,BullyBot,3,66,681,4263
96,BullyBot,3957464494,3957464495,AdaptiveBot,1,60,682,4272
97,BullyBot,1429374215,1429374216,AdaptiveBot,1,60,682,4282
98,BullyBot,3096912345,3096912346,AdaptiveBot,1,62,683,4291
99,BullyBot,2716305714,2716305715,AdaptiveBot,1,67,683,4301
100,BullyBot,88876548,88876549,BullyBot,2,68,689,4301
101,BullyBot,4003237213,4003237214,AdaptiveBot,1,66,690,4310
102,BullyBot,3523291695,3523291696,AdaptiveBot,1,57,692,4318
103,BullyBot,3142685064,3142685065,BullyBot,3,77,692,4323
104,BullyBot,2762078433,2762078434,BullyBot,1,67,695,4329
105,BullyBot,134649267,134649268,AdaptiveBot,1,58,696,4338
106,BullyBot,1901526284,1901526285,BullyBot,1,67,702,4338
107,BullyBot,3569064414,3569064415,BullyBot,3,67,702,4343
108,BullyBot,3188457783,3188457784,BullyBot,3,72,702,4349
109,BullyBot,561028617,561028618,AdaptiveBot,1,75,702,4359
110,BullyBot,2327905634,2327905635,AdaptiveBot,1,70,703,4368
111,BullyBot,1947299003,1947299004,AdaptiveBot,1,69,704,4377
112,BullyBot,3614837133,3614837134,AdaptiveBot,1,59,706,4385
113,BullyBot,3234230502,3234230503,AdaptiveBot,1,109,706,4393
114,BullyBot,2754284984,2754284985,AdaptiveBot,1,69,706,4403
115,BullyBot,2373678353,2373678354,AdaptiveBot,1,60,708,4411
116,BullyBot,4041216483,4041216484,AdaptiveBot,1,67,708,4421
117,BullyBot,3660609852,3660609853,BullyBot,3,67,708,4426
118,BullyBot,1132519573,1132519574,BullyBot,3,69,708,4431
119,BullyBot,2800057703,2800057704,BullyBot,3,70,708,4436
120,BullyBot,2419451072,2419451073,BullyBot,3,73,708,4441
121,BullyBot,4086989202,4086989203,BullyBot,3,66,708,4446
122,BullyBot,1558898923,1558898924,AdaptiveBot,3,73,708,4452
123,BullyBot,1178292292,1178292293,AdaptiveBot,2,75,708,4459
124,BullyBot,2845830422,2845830423,AdaptiveBot,1,59,709,4468
125,BullyBot,2465223791,2465223792,AdaptiveBot,1,79,709,4476
126,BullyBot,4132761921,4132761922,AdaptiveBot,1,69,710,4485
127,BullyBot,1604671642,1604671643,AdaptiveBot,1,77,711,4494
128,BullyBot,3272209772,3272209773,AdaptiveBot,1,75,711,4504
129,BullyBot,2891603141,2891603142,AdaptiveBot,3,70,716,4504
130,BullyBot,2510996510,2510996511,BullyBot,2,69,717,4509
131,BullyBot,2031050992,2031050993,AdaptiveBot,1,72,717,4518
132,BullyBot,1650444361,1650444362,AdaptiveBot,1,67,719,4526
133,BullyBot,3317982491,3317982492,AdaptiveBot,2,78,719,4534
134,BullyBot,2937375860,2937375861,AdaptiveBot,1,68,720,4543
135,BullyBot,2457430342,2457430343,BullyBot,3,68,720,4548
136,BullyBot,2076823711,2076823712,AdaptiveBot,1,97,720,4556
137,BullyBot,1696217080,1696217081,AdaptiveBot,1,57,720,4566
138,BullyBot,3363755210,3363755211,AdaptiveBot,1,67,721,4575
139,BullyBot,835664931,835664932,AdaptiveBot,1,67,724,4582
140,BullyBot,2503203061,2503203062,BullyBot,2,67,724,4589
141,BullyBot,2122596430,2122596431,AdaptiveBot,1,75,724,4598
142,BullyBot,1741989799,1741989800,BullyBot,2,66,724,4605
143,BullyBot,1262044281,1262044282,AdaptiveBot,1,67,725,4614
144,BullyBot,881437650,881437651,AdaptiveBot,1,68,729,4620
145,BullyBot,2548975780,2548975781,AdaptiveBot,1,61,731,4628
146,BullyBot,2168369149,2168369150,AdaptiveBot,1,67,732,4637
147,BullyBot,3835907279,3835907280,AdaptiveBot,1,68,732,4646
148,BullyBot,1307817000,1307817001,AdaptiveBot,1,57,734,4654
149,BullyBot,927210369,927210370,AdaptiveBot,1,69,734,4664
150,BullyBot,2594748499,2594748500,BullyBot,3,68,734,4669
151,BullyBot,2214141868,2214141869,AdaptiveBot,1,59,734,4679
152,BullyBot,1734196350,1734196351,AdaptiveBot,1,81,734,4687
153,BullyBot,1353589719,1353589720,AdaptiveBot,1,57,734,4697
154,BullyBot,3021127849,3021127850,AdaptiveBot,1,73,739,4702
155,BullyBot,2640521218,2640521219,AdaptiveBot,1,69,739,4709
156,BullyBot,112430939,112430940,AdaptiveBot,1,56,742,4716
157,BullyBot,1779969069,1779969070,AdaptiveBot,1,57,743,4725
158,BullyBot,1399362438,1399362439,BullyBot,2,76,749,4725
159,BullyBot,3066900568,3066900569,AdaptiveBot,1,60,750,4734
160,BullyBot,538810289,538810290,AdaptiveBot,1,57,750,4744
161,BullyBot,2206348419,2206348420,BullyBot,3,74,752,4748
162,BullyBot,1825741788,1825741789,AdaptiveBot,1,58,754,4756
163,BullyBot,1445135157,1445135158,AdaptiveBot,1,68,754,4766
164,BullyBot,965189639,965189640,BullyBot,3,66,754,4771
165,BullyBot,584583008,584583009,BullyBot,2,70,759,4774
166,BullyBot,2252121138,2252121139,BullyBot,2,67,761,4778
167,BullyBot,1871514507,1871514508,AdaptiveBot,1,67,761,4788
168,BullyBot,3638391524,3638391525,BullyBot,2,68,766,4788
169,BullyBot,1010962358,1010962359,BullyBot,3,73,766,4793
170,BullyBot,630355727,630355728,BullyBot,3,68,766,4798
171,BullyBot,2297893857,2297893858,BullyBot,3,70,771,4798
172,BullyBot,1917287226,1917287227,BullyBot,3,74,771,4803
173,BullyBot,1437341708,1437341709,BullyBot,3,68,771,4808
174,BullyBot,1056735077,1056735078,AdaptiveBot,2,75,771,4816
175,BullyBot,676128446,676128447,BullyBot,3,75,772,4821
176,BullyBot,2343666576,2343666577,BullyBot,3,66,772,4826
177,BullyBot,4110543593,4110543594,BullyBot,3,68,772,4831
178,BullyBot,1483114427,1483114428,BullyBot,3,67,772,4836
179,BullyBot,1102507796,1102507797,AdaptiveBot,1,69,773,4845
180,BullyBot,2770045926,2770045927,BullyBot,3,74,774,4850
181,BullyBot,241955647,241955648,AdaptiveBot,1,73,775,4859
182,BullyBot,4156316312,4156316313,BullyBot,2,75,779,4863
183,BullyBot,1528887146,1528887147,BullyBot,3,70,783,4863
184,BullyBot,1148280515,1148280516,AdaptiveBot,1,78,783,4871
185,BullyBot,668334997,668334998,BullyBot,3,69,783,4876
186,BullyBot,287728366,287728367,BullyBot,3,68,783,4881
187,BullyBot,4202089031,4202089032,AdaptiveBot,1,62,783,4891
188,BullyBot,1574659865,1574659866,AdaptiveBot,1,76,784,4898
189,BullyBot,3341536882,3341536883,BullyBot,2,73,784,4905
190,BullyBot,714107716,714107717,BullyBot,3,66,784,4910
191,BullyBot,333501085,333501086,BullyBot,1,58,795,4910
192,BullyBot,2001039215,2001039216,AdaptiveBot,1,96,795,4919
193,BullyBot,3767916232,3767916233,AdaptiveBot,1,66,795,4928
194,BullyBot,3387309601,3387309602,AdaptiveBot,1,67,795,4938
195,BullyBot,759880435,759880436,AdaptiveBot,1,61,797,4946
196,BullyBot,379273804,379273805,AdaptiveBot,1,56,798,4955
197,BullyBot,2046811934,2046811935,AdaptiveBot,1,61,800,4963
198,BullyBot,3813688951,3813688952,AdaptiveBot,1,75,800,4973
199,BullyBot,1186259785,1186259786,AdaptiveBot,1,70,802,4978
200,BullyBot,805653154,805653155,AdaptiveBot,3,70,806,4978
201,BullyBot,425046523,425046524,AdaptiveBot,1,61,806,4988
202,BullyBot,4240068301,4240068302,AdaptiveBot,1,69,808,4995
203,BullyBot,3859461670,3859461671,BullyBot,3,67,808,5000
204,BullyBot,1232032504,1232032505,BullyBot,3,66,808,5005
205,BullyBot,851425873,851425874,AdaptiveBot,2,68,808,5011
206,BullyBot,371480355,371480356,BullyBot,2,79,814,5011
207,BullyBot,4285841020,4285841021,AdaptiveBot,1,66,814,5021
208,BullyBot,3905234389,3905234390,AdaptiveBot,1,63,816,5029
209,BullyBot,1277805223,1277805224,AdaptiveBot,1,60,817,5038
210,BullyBot,3044682240,3044682241,AdaptiveBot,1,59,818,5047
211,BullyBot,417253074,417253075,AdaptiveBot,1,67,819,5056
212,BullyBot,36646443,36646444,AdaptiveBot,3,67,821,5056
213,BullyBot,3951007108,3951007109,BullyBot,3,66,821,5062
214,BullyBot,3471061590,3471061591,BullyBot,2,76,821,5069
215,BullyBot,3090454959,3090454960,AdaptiveBot,1,58,821,5079
216,BullyBot,463025793,463025794,AdaptiveBot,1,58,822,5088
217,BullyBot,82419162,82419163,AdaptiveBot,1,67,824,5096
218,BullyBot,1749957292,1749957293,AdaptiveBot,1,63,826,5104
219,BullyBot,3516834309,3516834310,AdaptiveBot,1,60,827,5113
220,BullyBot,3136227678,3136227679,BullyBot,3,69,827,5118
221,BullyBot,508798512,508798513,BullyBot,1,68,834,5118
222,BullyBot,128191881,128191882,BullyBot,3,68,834,5123
223,BullyBot,3943213659,3943213660,BullyBot,2,73,834,5130
224,BullyBot,3562607028,3562607029,AdaptiveBot,1,67,835,5139
225,BullyBot,935177862,935177863,AdaptiveBot,1,66,836,5148
226,BullyBot,554571231,554571232,BullyBot,1,66,845,5148
227,BullyBot,2321448248,2321448249,BullyBot,3,68,845,5153
228,BullyBot,3988986378,3988986379,BullyBot,2,75,852,5153
229,BullyBot,3608379747,3608379748,AdaptiveBot,1,66,852,5162
230,BullyBot,980950581,980950582,AdaptiveBot,1,60,852,5172
231,BullyBot,2747827598,2747827599,AdaptiveBot,1,60,854,5180
232,BullyBot,2367220967,2367220968,AdaptiveBot,1,65,854,5190
233,BullyBot,4034759097,4034759098,AdaptiveBot,1,90,854,5199
234,BullyBot,3654152466,3654152467,AdaptiveBot,1,67,855,5208
235,BullyBot,3174206948,3174206949,BullyBot,2,78,861,5208
236,BullyBot,2793600317,2793600318,AdaptiveBot,1,67,861,5218
237,BullyBot,166171151,166171152,BullyBot,2,74,865,5220
238,BullyBot,4080531816,4080531817,BullyBot,2,77,867,5224
239,BullyBot,1552441537,1552441538,BullyBot,3,69,867,5229
240,BullyBot,3219979667,3219979668,AdaptiveBot,1,55,867,5239
241,BullyBot,2839373036,2839373037,AdaptiveBot,1,67,868,5248
242,BullyBot,211943870,211943871,AdaptiveBot,1,59,868,5258
243,BullyBot,4126304535,4126304536,AdaptiveBot,1,70,868,5268
244,BullyBot,3646359017,3646359018,BullyBot,2,69,873,5269
245,BullyBot,3265752386,3265752387,BullyBot,1,68,879,5271
246,BullyBot,2885145755,2885145756,AdaptiveBot,1,57,881,5279
247,BullyBot,257716589,257716590,AdaptiveBot,1,60,884,5286
248,BullyBot,2024593606,2024593607,AdaptiveBot,1,78,884,5294
249,BullyBot,3692131736,3692131737,AdaptiveBot,1,62,887,5301
250,BullyBot,3311525105,3311525106,AdaptiveBot,1,65,887,5311
251,BullyBot,684095939,684095940,BullyBot,3,70,887,5316
252,BullyBot,2450972956,2450972957,AdaptiveBot,1,63,888,5325
253,BullyBot,2070366325,2070366326,BullyBot,3,68,888,5330
254,BullyBot,3737904455,3737904456,AdaptiveBot,1,77,888,5340
255,BullyBot,3357297824,3357297825,AdaptiveBot,1,60,888,5350
256,BullyBot,2877352306,2877352307,AdaptiveBot,2,74,888,5357
257,BullyBot,2496745675,2496745676,BullyBot,3,67,888,5362
258,BullyBot,2116139044,2116139045,AdaptiveBot,1,57,889,5371
259,BullyBot,3783677174,3783677175,AdaptiveBot,1,66,889,5381
260,BullyBot,1255586895,1255586896,BullyBot,3,69,889,5386
261,BullyBot,2923125025,2923125026,AdaptiveBot,1,70,890,5395
262,BullyBot,2542518394,2542518395,AdaptiveBot,1,60,893,5402
263,BullyBot,4210056524,4210056525,AdaptiveBot,1,69,893,5411
264,BullyBot,1681966245,1681966246,BullyBot,1,68,902,5411
265,BullyBot,1301359614,1301359615,AdaptiveBot,2,75,907,5411
266,BullyBot,2968897744,2968897745,AdaptiveBot,2,66,907,5419
267,BullyBot,2588291113,2588291114,AdaptiveBot,1,56,909,5427
268,BullyBot,4255829243,4255829244,AdaptiveBot,1,69,909,5437
269,BullyBot,1727738964,1727738965,BullyBot,3,77,909,5443
270,BullyBot,3395277094,3395277095,BullyBot,3,69,909,5448
271,BullyBot,3014670463,3014670464,AdaptiveBot,1,65,909,5458
272,BullyBot,2634063832,2634063833,BullyBot,1,66,911,5462
273,BullyBot,2154118314,2154118315,AdaptiveBot,2,74,912,5468
274,BullyBot,1773511683,1773511684,BullyBot,3,67,912,5473
275,BullyBot,3441049813,3441049814,BullyBot,3,67,912,5478
276,BullyBot,3060443182,3060443183,AdaptiveBot,1,59,912,5488
277,BullyBot,532352903,532352904,AdaptiveBot,1,61,912,5498
278,BullyBot,2199891033,2199891034,BullyBot,3,70,912,5503
279,BullyBot,1819284402,1819284403,BullyBot,3,75,912,5508
280,BullyBot,3486822532,3486822533,AdaptiveBot,1,102,912,5517
281,BullyBot,958732253,958732254,BullyBot,3,68,912,5522
282,BullyBot,2626270383,2626270384,BullyBot,1,69,919,5522
283,BullyBot,2245663752,2245663753,AdaptiveBot,1,77,919,5532
284,BullyBot,1865057121,1865057122,BullyBot,3,74,919,5538
285,BullyBot,1385111603,1385111604,BullyBot,1,75,927,5539
286,BullyBot,1004504972,1004504973,BullyBot,3,69,927,5544
287,BullyBot,2672043102,2672043103,AdaptiveBot,1,88,927,5552
288,BullyBot,2291436471,2291436472,AdaptiveBot,1,76,927,5561
289,BullyBot,1811490953,1811490954,AdaptiveBot,1,63,927,5571
290,BullyBot,1430884322,1430884323,AdaptiveBot,1,67,927,5581
291,BullyBot,1050277691,1050277692,BullyBot,3,83,927,5587
292,BullyBot,2717815821,2717815822,AdaptiveBot,1,69,928,5595
293,BullyBot,2337209190,2337209191,AdaptiveBot,1,62,930,5603
294,BullyBot,1857263672,1857263673,AdaptiveBot,1,59,931,5612
295,BullyBot,1476657041,1476657042,BullyBot,3,68,931,5617
296,BullyBot,3144195171,3144195172,AdaptiveBot,1,84,931,5624
297,BullyBot,2763588540,2763588541,AdaptiveBot,1,73,931,5634
298,BullyBot,235498261,235498262,AdaptiveBot,1,66,932,5643
299,BullyBot,1903036391,1903036392,AdaptiveBot,1,57,932,5653
300,BullyBot,1522429760,1522429761,AdaptiveBot,1,77,934,5661
301,BullyBot,3189967890,3189967891,AdaptiveBot,1,98,934,5669
302,BullyBot,661877611,661877612,AdaptiveBot,2,69,935,5674
303,BullyBot,281270980,281270981,BullyBot,3,75,939,5675
304,BullyBot,1948809110,1948809111,BullyBot,1,70,947,5675
305,BullyBot,1568202479,1568202480,AdaptiveBot,1,74,948,5684
306,BullyBot,1088256961,1088256962,BullyBot,3,75,948,5690
307,BullyBot,707650330,707650331,AdaptiveBot,1,68,949,5699
308,BullyBot,2375188460,2375188461,BullyBot,2,68,954,5700
309,BullyBot,1994581829,1994581830,BullyBot,3,66,955,5705
310,BullyBot,3761458846,3761458847,AdaptiveBot,1,74,958,5711
311,BullyBot,1134029680,1134029681,AdaptiveBot,1,62,958,5721
312,BullyBot,753423049,753423050,BullyBot,3,70,958,5727
313,BullyBot,2420961179,2420961180,BullyBot,1,70,965,5727
314,BullyBot,2040354548,2040354549,AdaptiveBot,1,58,965,5737
315,BullyBot,1560409030,1560409031,AdaptiveBot,1,60,965,5747
316,BullyBot,1179802399,1179802400,AdaptiveBot,2,68,965,5754
317,BullyBot,799195768,799195769,BullyBot,3,68,965,5759
318,BullyBot,2466733898,2466733899,AdaptiveBot,1,67,965,5769
319,BullyBot,4233610915,4233610916,AdaptiveBot,1,69,965,5779
320,BullyBot,1606181749,1606181750,AdaptiveBot,1,57,967,5787
321,BullyBot,1225575118,1225575119,BullyBot,3,73,967,5792
322,BullyBot,844968487,844968488,AdaptiveBot,1,97,967,5801
323,BullyBot,365022969,365022970,BullyBot,3,72,967,5806
324,BullyBot,4279383634,4279383635,BullyBot,3,66,968,5811
325,BullyBot,1651954468,1651954469,BullyBot,3,73,968,5816
326,BullyBot,1271347837,1271347838,BullyBot,2,68,974,5817
327,BullyBot,791402319,791402320,BullyBot,3,70,979,5817
328,BullyBot,410795688,410795689,AdaptiveBot,1,69,979,5826
329,BullyBot,30189057,30189058,BullyBot,3,68,979,5831
330,BullyBot,1697727187,1697727188,AdaptiveBot,1,83,979,5838
331,BullyBot,3464604204,3464604205,AdaptiveBot,2,77,980,5845
332,BullyBot,837175038,837175039,AdaptiveBot,1,69,981,5853
333,BullyBot,456568407,456568408,BullyBot,3,68,981,5858
334,BullyBot,2124106537,2124106538,AdaptiveBot,1,73,982,5867
335,BullyBot,3890983554,3890983555,BullyBot,3,83,982,5873
336,BullyBot,3510376923,3510376924,BullyBot,3,76,983,5878
337,BullyBot,882947757,882947758,AdaptiveBot,1,58,983,5888
338,BullyBot,502341126,502341127,BullyBot,3,68,983,5893
339,BullyBot,2169879256,2169879257,BullyBot,1,70,983,5901
340,BullyBot,3936756273,3936756274,BullyBot,3,71,983,5906
341,BullyBot,1309327107,1309327108,AdaptiveBot,1,59,984,5915
342,BullyBot,928720476,928720477,AdaptiveBot,2,74,984,5922
343,BullyBot,548113845,548113846,BullyBot,3,68,984,5927
344,BullyBot,68168327,68168328,BullyBot,3,67,985,5932
345,BullyBot,3982528992,3982528993,BullyBot,3,70,985,5937
346,BullyBot,1355099826,1355099827,BullyBot,3,77,990,5937
347,BullyBot,974493195,974493196,AdaptiveBot,1,57,991,5946
348,BullyBot,2741370212,2741370213,AdaptiveBot,3,70,996,5946
349,BullyBot,113941046,113941047,AdaptiveBot,1,69,1000,5953
350,BullyBot,4028301711,4028301712,AdaptiveBot,1,63,1001,5962
351,BullyBot,1400872545,1400872546,AdaptiveBot,1,68,1002,5971
352,BullyBot,3167749562,3167749563,AdaptiveBot,1,92,1002,5980
353,BullyBot,540320396,540320397,BullyBot,1,70,1009,5980
354,BullyBot,159713765,159713766,AdaptiveBot,1,58,1010,5989
355,BullyBot,4074074430,4074074431,AdaptiveBot,1,70,1011,5998
356,BullyBot,3594128912,3594128913,AdaptiveBot,1,69,1011,6008
357,BullyBot,3213522281,3213522282,AdaptiveBot,1,67,1012,6017
358,BullyBot,586093115,586093116,AdaptiveBot,1,61,1012,6027
359,BullyBot,205486484,205486485,BullyBot,3,70,1012,6032
360,BullyBot,4020508262,4020508263,AdaptiveBot,1,76,1012,6040
361,BullyBot,3639901631,3639901632,AdaptiveBot,1,67,1012,6050
362,BullyBot,3259295000,3259295001,AdaptiveBot,1,72,1012,6059
363,BullyBot,631865834,631865835,AdaptiveBot,1,59,1013,6068
364,BullyBot,251259203,251259204,AdaptiveBot,2,78,1013,6075
365,BullyBot,4066280981,4066280982,AdaptiveBot,2,66,1013,6083
366,BullyBot,3685674350,3685674351,BullyBot,3,67,1013,6088
367,BullyBot,3305067719,3305067720,AdaptiveBot,1,55,1013,6098
368,BullyBot,677638553,677638554,AdaptiveBot,1,74,1013,6107
369,BullyBot,2444515570,2444515571,BullyBot,3,81,1013,6113
370,BullyBot,4112053700,4112053701,BullyBot,3,75,1013,6118
371,BullyBot,3731447069,3731447070,AdaptiveBot,2,67,1013,6126
372,BullyBot,1104017903,1104017904,AdaptiveBot,1,61,1016,6133
373,BullyBot,2870894920,2870894921,AdaptiveBot,1,77,1016,6142
374,BullyBot,2490288289,2490288290,BullyBot,3,70,1016,6147
375,BullyBot,4157826419,4157826420,BullyBot,2,75,1022,6147
376,BullyBot,3777219788,3777219789,AdaptiveBot,1,66,1022,6157
377,BullyBot,3297274270,3297274271,AdaptiveBot,1,60,1024,6165
378,BullyBot,2916667639,2916667640,AdaptiveBot,1,70,1025,6173
379,BullyBot,289238473,289238474,BullyBot,3,67,1025,6178
380,BullyBot,4203599138,4203599139,AdaptiveBot,1,60,1026,6187
381,BullyBot,1675508859,1675508860,BullyBot,3,69,1026,6192
382,BullyBot,3343046989,3343046990,BullyBot,3,67,1026,6197
383,BullyBot,2962440358,2962440359,AdaptiveBot,1,76,1026,6205
384,BullyBot,335011192,335011193,BullyBot,3,75,1026,6210
385,BullyBot,4249371857,4249371858,AdaptiveBot,1,89,1026,6218
386,BullyBot,3769426339,3769426340,BullyBot,3,67,1026,6223
387,BullyBot,3388819708,3388819709,BullyBot,3,70,1026,6228
388,BullyBot,3008213077,3008213078,AdaptiveBot,1,58,1028,6236
389,BullyBot,380783911,380783912,AdaptiveBot,1,70,1028,6245
390,BullyBot,2147660928,2147660929,BullyBot,3,66,1028,6250
391,BullyBot,3815199058,3815199059,AdaptiveBot,1,61,1030,6258
392,BullyBot,3434592427,3434592428,BullyBot,3,66,1030,6263
393,BullyBot,3053985796,3053985797,BullyBot,2,69,1032,6267
394,BullyBot,2574040278,2574040279,AdaptiveBot,1,68,1034,6275
395,BullyBot,2193433647,2193433648,BullyBot,3,71,1034,6281
396,BullyBot,3860971777,3860971778,AdaptiveBot,1,75,1034,6290
397,BullyBot,3480365146,3480365147,AdaptiveBot,1,66,1036,6298
398,BullyBot,3000419628,3000419629,BullyBot,1,58,1047,6298
399,BullyBot,2619812997,2619812998,AdaptiveBot,1,65,1048,6307
400,BullyBot,2239206366,2239206367,BullyBot,3,75,1052,6308
401,BullyBot,3906744496,3906744497,AdaptiveBot,2,70,1056,6308
402,BullyBot,1378654217,1378654218,BullyBot,3,84,1056,6314
403,BullyBot,3046192347,3046192348,BullyBot,1,68,1065,6314
